date,provider,account_id,service,resource_id,resource_name,resource_type,region,availability_zone,environment,team,project,instance_type,usage_hours,avg_cpu_utilization,storage_gb,usage_quantity,usage_unit,currency,list_cost,discount,cost,billing_period_start,billing_period_end,tags
2026-04-25,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,4.3,,1.95,requests,USD,2.18,0.23,1.95,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-25,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.4,22.2,,23.4,hours,USD,8.9,0.95,7.95,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-25,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,18.9,,3.88,requests,USD,4.35,0.47,3.88,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-25,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,13.7,,24.0,hours,USD,0.1,0.01,0.09,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=development
2026-04-25,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,16.2,,24.0,hours,USD,0.44,0.05,0.39,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=development
2026-04-25,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.55,GB-month,USD,3.98,0.43,3.55,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-25,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.4,GB-month,USD,0.45,0.05,0.4,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-25,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.32,requests,USD,0.36,0.04,0.32,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-25,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.47,requests,USD,0.53,0.06,0.47,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-25,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,11.1,53.8,,11.1,hours,USD,3.42,0.37,3.05,2026-04-01,2026-04-30,
2026-04-25,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,19.5,42.9,,19.5,hours,USD,0.96,0.1,0.86,2026-04-01,2026-04-30,
2026-04-25,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,23.6,42.1,,23.6,hours,USD,5.16,0.55,4.61,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-25,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,58.2,,5.62,requests,USD,6.29,0.67,5.62,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-25,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.19,GB-month,USD,1.33,0.14,1.19,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-25,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,2.8,,24.0,hours,USD,10.81,1.16,9.65,2026-04-01,2026-04-30,team=DevOps;project=Infrastructure;environment=staging
2026-04-25,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,19.0,,24.0,hours,USD,0.26,0.03,0.23,2026-04-01,2026-04-30,team=DevOps;project=Infrastructure;environment=development
2026-04-25,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.5,24.3,,22.5,hours,USD,5.3,0.57,4.73,2026-04-01,2026-04-30,team=Security;project=Compliance;environment=production
2026-04-25,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.2,60.8,,21.2,hours,USD,10.46,1.12,9.34,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-25,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.1,24.8,,22.1,hours,USD,10.7,1.15,9.55,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-25,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.95,GB-month,USD,2.18,0.23,1.95,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-25,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,71.9,,2.33,requests,USD,2.61,0.28,2.33,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-25,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,1.4,,24.0,hours,USD,5.19,0.56,4.63,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=development
2026-04-25,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,13.6,,24.0,hours,USD,5.71,0.61,5.1,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=staging
2026-04-25,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.5,67.9,,21.5,hours,USD,6.15,0.66,5.49,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.8,66.3,,22.8,hours,USD,2.4,0.26,2.14,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.6,71.6,,22.6,hours,USD,2.17,0.23,1.94,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,21.2,65.8,,21.2,hours,USD,4.84,0.52,4.32,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,69.9,,5.66,requests,USD,6.34,0.68,5.66,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.75,GB-month,USD,0.84,0.09,0.75,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,0.9,,24.0,hours,USD,2.37,0.25,2.12,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=staging
2026-04-26,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,1.6,,24.0,hours,USD,18.27,1.96,16.31,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-26,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.4,,1.72,requests,USD,1.93,0.21,1.72,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-26,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.5,23.2,,22.5,hours,USD,9.42,1.01,8.41,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-26,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,26.8,,3.81,requests,USD,4.27,0.46,3.81,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-26,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,6.4,,24.0,hours,USD,0.1,0.01,0.09,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=development
2026-04-26,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,9.2,,24.0,hours,USD,0.44,0.05,0.39,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=development
2026-04-26,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.66,GB-month,USD,4.1,0.44,3.66,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.41,GB-month,USD,0.46,0.05,0.41,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.29,requests,USD,0.32,0.03,0.29,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.52,requests,USD,0.58,0.06,0.52,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-26,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,16.0,41.6,,16.0,hours,USD,3.32,0.36,2.96,2026-04-01,2026-04-30,
2026-04-26,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,22.4,27.3,,22.4,hours,USD,1.08,0.12,0.96,2026-04-01,2026-04-30,
2026-04-26,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,23.3,56.6,,23.3,hours,USD,5.47,0.59,4.88,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,43.0,,5.19,requests,USD,5.81,0.62,5.19,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-26,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.17,GB-month,USD,1.31,0.14,1.17,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-26,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,4.1,,24.0,hours,USD,11.29,1.21,10.08,2026-04-01,2026-04-30,team=DevOps;project=Infrastructure;environment=staging
2026-04-26,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,17.9,,24.0,hours,USD,0.29,0.03,0.26,2026-04-01,2026-04-30,team=DevOps;project=Infrastructure;environment=development
2026-04-26,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.5,17.7,,22.5,hours,USD,5.05,0.54,4.51,2026-04-01,2026-04-30,team=Security;project=Compliance;environment=production
2026-04-26,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,23.5,64.5,,23.5,hours,USD,10.62,1.14,9.48,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-26,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.3,23.1,,22.3,hours,USD,11.52,1.23,10.29,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-26,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.91,GB-month,USD,2.14,0.23,1.91,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=production
2026-04-26,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,71.2,,2.63,requests,USD,2.95,0.32,2.63,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-26,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,4.0,,24.0,hours,USD,4.98,0.53,4.45,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=development
2026-04-26,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,12.4,,24.0,hours,USD,5.24,0.56,4.68,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=staging
2026-04-26,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,23.2,69.6,,23.2,hours,USD,6.89,0.74,6.15,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.1,65.6,,21.1,hours,USD,2.46,0.26,2.2,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,23.5,41.7,,23.5,hours,USD,2.5,0.27,2.23,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,23.3,45.6,,23.3,hours,USD,4.69,0.5,4.19,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,48.4,,6.3,requests,USD,7.06,0.76,6.3,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.77,GB-month,USD,0.86,0.09,0.77,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,0.6,,24.0,hours,USD,2.24,0.24,2.0,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=staging
2026-04-27,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,1.8,,24.0,hours,USD,19.03,2.04,16.99,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-27,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,4.4,,1.74,requests,USD,1.95,0.21,1.74,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-27,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.8,23.3,,22.8,hours,USD,10.17,1.09,9.08,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-27,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,22.0,,3.87,requests,USD,4.33,0.46,3.87,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
2026-04-27,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,6.7,,24.0,hours,USD,1.09,0.12,0.97,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=development
2026-04-27,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,7.7,,24.0,hours,USD,5.07,0.54,4.53,2026-04-01,2026-04-30,team=ML;project=AI Platform;environment=development
2026-04-27,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.38,GB-month,USD,3.79,0.41,3.38,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.38,GB-month,USD,0.43,0.05,0.38,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.3,requests,USD,0.34,0.04,0.3,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.52,requests,USD,0.58,0.06,0.52,2026-04-01,2026-04-30,team=Analytics;project=Data Pipeline;environment=production
2026-04-27,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,18.5,34.4,,18.5,hours,USD,3.61,0.39,3.22,2026-04-01,2026-04-30,
2026-04-27,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,18.1,36.6,,18.1,hours,USD,0.97,0.1,0.87,2026-04-01,2026-04-30,
2026-04-27,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,20.0,62.1,,20.0,hours,USD,5.76,0.62,5.14,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,56.3,,5.71,requests,USD,6.4,0.69,5.71,2026-04-01,2026-04-30,team=Platform;project=Customer Portal;environment=production
2026-04-27,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.25,GB-month,USD,1.4,0.15,1.25,2026-04-01,2026-04-30,team=Analytics;project=Customer Analytics;environment=production
