date,provider,account_id,region,availability_zone,environment,team,department,project,tags,service,resource_id,resource_name,resource_type,instance_type,usage_quantity,usage_unit,usage_hours,avg_cpu_utilization,storage_gb,currency,cost,list_cost,discount,billing_period_start,billing_period_end
2026-04-25,AWS,506568138339,ap-southeast-1,ap-southeast-1a,prod,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=prod;department=Security,ECS,i-13e1d940e79b4a76a,batch-processing-worker-047,Container,t3.medium,18.3,vCPU-hours,18.3,58.78,0.0,USD,0.4284,0.7723,0.3439,2026-04-01,2026-04-30
2026-04-25,AWS,476744275623,eu-west-1,eu-west-1b,prod,,,,,Lambda,i-e82edb5886f744da9,prod-core-db-016,Serverless,serverless,1529854.0,requests,0.0,45.31,0.0,USD,79.7315,90.6595,10.928,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-290672,europe-west1,europe-west1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Cloud Load Balancing,gcp-f1f83687550e,marketing-cdn-050,Network,n2-highcpu-4,1789.28,GB,22.03,48.57,0.0,USD,68.4996,95.8464,27.3468,2026-04-01,2026-04-30
2026-04-25,Azure,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,Finance,Finance,,team=Finance;environment=prod;department=Finance,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,827.84,GB,6.12,54.85,0.0,USD,42.1411,48.4198,6.2787,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-556641,europe-west4,europe-west4b,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Cloud Functions,gcp-7f0da117ae98,log-aggregator-048,Serverless,serverless,2133550.0,requests,0.0,10.4,0.0,USD,70.4548,76.0034,5.5486,2026-04-01,2026-04-30
2026-04-25,AWS,608002483225,eu-central-1,eu-central-1a,staging,QA,,Testing Platform,team=QA;project=Testing Platform;environment=staging,EBS,i-4a797322816946efb,staging-web-01-006,Storage,gp3,3589.42,GB-month,23.25,10.1,3589.42,USD,8.9223,9.8685,0.9462,2026-04-01,2026-04-30
2026-04-25,AWS,731678373015,us-east-1,us-east-1a,staging,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=staging;department=Engineering,EC2,i-63406f6cd8b94a84a,batch-processing-worker-058,Compute,t3.micro,9.81,hours,9.81,45.0,0.0,USD,0.4054,0.5,0.0946,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,6240.38,GB,11.3,10.41,0.0,USD,240.3773,321.0936,80.7163,2026-04-01,2026-04-30
2026-04-25,AWS,781047077731,eu-west-1,eu-west-1c,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,RDS,i-2435850844344be2a,prod-web-gateway-060,Database,m5.xlarge,14.99,hours,14.99,50.44,0.0,USD,23.4697,23.9948,0.5251,2026-04-01,2026-04-30
2026-04-25,Azure,08a21c13-2610-4b06-b808-6423dd25cc38,northeurope,northeurope-az2,prod,,Security,,environment=prod;department=Security,Cosmos DB,/subscriptions/24302944/vm-9ec665e6,analytics-cluster-042,Database,D4s_v5,5.56,hours,5.56,57.58,0.0,USD,0.6551,1.0681,0.413,2026-04-01,2026-04-30
2026-04-25,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,417.93,GB,22.32,5.0,0.0,USD,27.9741,30.9613,2.9872,2026-04-01,2026-04-30
2026-04-25,AWS,725413874351,us-west-2,us-west-2b,dev,QA,,,team=QA;environment=dev,Lambda,i-0a0109aad95c4b179,dev-test-server-028,Serverless,serverless,1375461.0,requests,23.52,11.0,0.0,USD,98.0658,126.8609,28.7951,2026-04-01,2026-04-30
2026-04-25,AWS,707623027059,eu-west-1,eu-west-1c,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,S3,i-d9533fe0dc0240708,prod-cache-cluster-053,Storage,gp3,12307.42,GB-month,8.45,32.1,12307.42,USD,45.2094,55.9708,10.7614,2026-04-01,2026-04-30
2026-04-25,AWS,343045499634,us-east-1,us-east-1b,prod,,,,,EC2,i-8455dcb4768e4553a,batch-processing-worker-002,Compute,t3.micro,19.56,hours,19.56,75.0,0.0,USD,0.3979,0.5,0.1021,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-872343,us-east1,us-east1b,test,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=test;department=Engineering,BigQuery,gcp-648e0fa09f47,test-load-gen-021,Analytics,n2-highcpu-4,3.08,vCPU-hours,3.08,9.95,0.0,USD,0.4613,0.5,0.0387,2026-04-01,2026-04-30
2026-04-25,AWS,466554516218,us-west-2,us-west-2b,staging,,,,,S3,i-3ac5686d951848ee9,staging-api-02-076,Storage,gp3,7200.39,GB-month,11.82,35.32,7200.39,USD,29.4658,31.7317,2.2659,2026-04-01,2026-04-30
2026-04-25,AWS,306823277527,eu-west-1,eu-west-1b,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,7.98,hours,7.98,75.0,0.0,USD,1.199,1.9842,0.7852,2026-04-01,2026-04-30
2026-04-25,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,,,team=Customer Success;environment=prod,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,5.57,hours,5.57,15.64,0.0,USD,8.7179,9.0667,0.3488,2026-04-01,2026-04-30
2026-04-25,Azure,3e63c5fd-ca33-43c3-896f-e3aeedb1927b,eastus,eastus-az2,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Azure Kubernetes Service,/subscriptions/5603783b/vm-6eabada3,prod-cache-cluster-013,Container,E8s_v5,13.06,vCPU-hours,13.06,69.27,0.0,USD,5.5398,6.29,0.7502,2026-04-01,2026-04-30
2026-04-25,Azure,2de9516c-bd72-414c-a6a0-9be9574e87de,centralindia,centralindia-az2,prod,,Data & Analytics,Reporting,project=Reporting;environment=prod;department=Data & Analytics,Azure SQL Database,/subscriptions/625c7f51/vm-931a75b9,prod-customer-api-054,Database,E4s_v5,13.3,hours,13.3,7.11,0.0,USD,2.7474,3.6155,0.8681,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-223172,us-central1,us-central1a,staging,,,,,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2059.58,GB-month,14.97,56.81,2059.58,USD,1.0443,1.3177,0.2734,2026-04-01,2026-04-30
2026-04-25,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,22.54,vCPU-hours,22.54,1.85,0.0,USD,3.4793,4.3897,0.9104,2026-04-01,2026-04-30
2026-04-25,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,829359.0,requests,0.0,45.0,0.0,USD,57.6745,63.355,5.6805,2026-04-01,2026-04-30
2026-04-25,AWS,235030135894,ap-southeast-1,ap-southeast-1c,dev,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=dev;department=Operations,ElastiCache,i-ffecab260e2b4e87b,log-aggregator-064,Cache,r5.large,23.73,hours,23.73,13.76,0.0,USD,2.6039,3.0674,0.4635,2026-04-01,2026-04-30
2026-04-25,Azure,8b57e4fc-c9c4-4237-9b82-4c618bc4be50,centralindia,centralindia-az1,prod,Customer Success,,,team=Customer Success;environment=prod,Cosmos DB,/subscriptions/30f3d8c0/vm-92b0938f,security-scanner-077,Database,D2s_v5,12.09,hours,12.09,71.82,0.0,USD,0.9408,1.1601,0.2193,2026-04-01,2026-04-30
2026-04-25,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,22.56,hours,22.56,0.5,0.0,USD,5.1056,6.1342,1.0286,2026-04-01,2026-04-30
2026-04-25,AWS,387635680418,ap-south-1,ap-south-1c,prod,Security,Security,Internal Tools,team=Security;project=Internal Tools;environment=prod;department=Security,Lambda,i-1eb872ba13fa4fddb,marketing-cdn-024,Serverless,serverless,370417.0,requests,0.0,31.86,0.0,USD,117.1792,139.5702,22.391,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-290305,europe-west4,europe-west4c,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,BigQuery,gcp-525ddbdb981b,log-aggregator-067,Analytics,n2-highmem-8,2.6,vCPU-hours,2.6,65.59,0.0,USD,1.1024,1.3436,0.2412,2026-04-01,2026-04-30
2026-04-25,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,22.0,vCPU-hours,22.0,6.21,0.0,USD,2.6385,3.4452,0.8067,2026-04-01,2026-04-30
2026-04-25,Azure,3c8d6dae-985a-44a1-a5cb-6e1077af40de,westus2,westus2-az2,prod,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=prod;department=Engineering,Virtual Machines,/subscriptions/8bb44b80/vm-18217db3,reporting-db-056,Compute,E8s_v5,14.1,hours,14.1,58.94,0.0,USD,7.1559,7.2338,0.0779,2026-04-01,2026-04-30
2026-04-25,Azure,c0b6a3cf-7c95-472f-8064-1d0b7d5a8df2,westus2,westus2-az1,staging,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=staging;department=Marketing,Azure Kubernetes Service,/subscriptions/be6a4e10/vm-4fdf1806,staging-cache-059,Container,E8s_v5,6.53,vCPU-hours,6.53,52.77,0.0,USD,2.5033,3.1996,0.6963,2026-04-01,2026-04-30
2026-04-25,AWS,174866852259,ap-southeast-1,ap-southeast-1c,test,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=test;department=Data & Analytics,ECS,i-51723fb05eed41a49,batch-processing-worker-026,Container,c5.2xlarge,5.8,vCPU-hours,5.8,62.94,0.0,USD,1.5306,2.0197,0.4891,2026-04-01,2026-04-30
2026-04-25,AWS,563138741006,eu-central-1,eu-central-1b,staging,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=staging;department=Engineering,CloudFront,i-be755de083ff453da,staging-web-01-038,Network,t3.large,1518.03,GB,23.67,20.73,0.0,USD,109.9864,144.2864,34.3,2026-04-01,2026-04-30
2026-04-25,AWS,110999011248,ap-south-1,ap-south-1b,dev,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=dev;department=Marketing,RDS,i-9cdc7aaef0754500a,dev-build-agent-018,Database,t3.large,22.85,hours,22.85,2.11,0.0,USD,1.0376,1.8452,0.8076,2026-04-01,2026-04-30
2026-04-25,AWS,443445860556,ap-southeast-1,ap-southeast-1c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,EC2,i-5c59fc4bb2a74dda9,batch-processing-worker-045,Compute,r5.large,18.3,hours,18.3,45.0,0.0,USD,2.2022,2.3274,0.1252,2026-04-01,2026-04-30
2026-04-25,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,22.25,vCPU-hours,22.25,2.78,0.0,USD,2.5594,4.3687,1.8093,2026-04-01,2026-04-30
2026-04-25,AWS,203484341332,us-west-2,us-west-2b,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,DynamoDB,i-62965f184d8f4c80a,analytics-cluster-004,Database,m5.8xlarge,6.06,hours,6.06,14.45,0.0,USD,7.8793,9.8411,1.9618,2026-04-01,2026-04-30
2026-04-25,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,3.05,hours,3.05,61.12,0.0,USD,1.0609,1.4792,0.4183,2026-04-01,2026-04-30
2026-04-26,AWS,506568138339,ap-southeast-1,ap-southeast-1a,prod,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=prod;department=Security,ECS,i-13e1d940e79b4a76a,batch-processing-worker-047,Container,t3.medium,15.5,vCPU-hours,15.5,60.3,0.0,USD,0.6112,0.6485,0.0373,2026-04-01,2026-04-30
2026-04-26,Azure,8b57e4fc-c9c4-4237-9b82-4c618bc4be50,centralindia,centralindia-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Cosmos DB,/subscriptions/30f3d8c0/vm-92b0938f,security-scanner-077,Database,D2s_v5,12.1,hours,12.1,75.0,0.0,USD,1.0946,1.1407,0.0461,2026-04-01,2026-04-30
2026-04-26,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,24.0,hours,24.0,20.82,0.0,USD,30.9584,40.0694,9.111,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-556641,europe-west4,europe-west4b,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Cloud Functions,gcp-7f0da117ae98,log-aggregator-048,Serverless,serverless,1144059.0,requests,0.0,11.37,0.0,USD,81.8519,84.4112,2.5593,2026-04-01,2026-04-30
2026-04-26,Azure,c0b6a3cf-7c95-472f-8064-1d0b7d5a8df2,westus2,westus2-az1,staging,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=staging;department=Marketing,Azure Kubernetes Service,/subscriptions/be6a4e10/vm-4fdf1806,staging-cache-059,Container,E8s_v5,11.12,vCPU-hours,11.12,75.0,0.0,USD,4.5766,5.8386,1.262,2026-04-01,2026-04-30
2026-04-26,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,74.93,GB,11.16,12.21,0.0,USD,3.9784,6.8784,2.9,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-399607,europe-west1,europe-west1b,dev,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=dev;department=Engineering,GKE,gcp-eb8b0bb173a5,dev-test-server-036,Container,n2-highcpu-4,22.47,vCPU-hours,22.47,7.74,0.0,USD,2.1983,3.1736,0.9753,2026-04-01,2026-04-30
2026-04-26,AWS,608002483225,eu-central-1,eu-central-1a,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,EBS,i-4a797322816946efb,staging-web-01-006,Storage,gp3,3606.01,GB-month,23.77,20.26,3606.01,USD,7.8584,9.5243,1.6659,2026-04-01,2026-04-30
2026-04-26,AWS,319998677633,us-east-1,us-east-1b,dev,Platform,Engineering,Internal Tools,team=Platform;project=Internal Tools;environment=dev;department=Engineering,ElastiCache,i-f4ba687a06a3429ba,data-lake-ingest-022,Cache,c5.xlarge,3.7,hours,3.7,55.05,0.0,USD,0.6039,0.6535,0.0496,2026-04-01,2026-04-30
2026-04-26,Azure,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,6126.12,GB,15.22,58.21,0.0,USD,302.4618,313.7888,11.327,2026-04-01,2026-04-30
2026-04-26,AWS,387635680418,ap-south-1,ap-south-1c,prod,Security,Security,Internal Tools,team=Security;project=Internal Tools;environment=prod;department=Security,Lambda,i-1eb872ba13fa4fddb,marketing-cdn-024,Serverless,serverless,1765704.0,requests,3.5,64.29,0.0,USD,924.7375,995.9135,71.176,2026-04-01,2026-04-30
2026-04-26,Azure,624330a1-33a9-45cd-b2f8-72cfab226d38,centralindia,centralindia-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Application Gateway,/subscriptions/cf5303fc/vm-4d54d8a8,analytics-cluster-070,Network,E8s_v5,4702.85,GB,17.48,67.5,0.0,USD,233.1473,235.8754,2.7281,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-233636,asia-southeast1,asia-southeast1c,prod,DevOps,Engineering,Backup Platform,team=DevOps;project=Backup Platform;environment=prod;department=Engineering,Cloud Load Balancing,gcp-16ce608e5737,prod-web-gateway-019,Network,n2-standard-2,4877.3,GB,20.99,53.17,0.0,USD,367.263,475.3071,108.0441,2026-04-01,2026-04-30
2026-04-26,AWS,174866852259,ap-southeast-1,ap-southeast-1c,test,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=test;department=Data & Analytics,ECS,i-51723fb05eed41a49,batch-processing-worker-026,Container,c5.2xlarge,5.3,vCPU-hours,5.3,66.33,0.0,USD,1.3834,1.8526,0.4692,2026-04-01,2026-04-30
2026-04-26,Azure,dd245434-3138-448b-8d83-f4f354df6855,centralindia,centralindia-az2,staging,Marketing,,Marketing Platform,team=Marketing;project=Marketing Platform;environment=staging,Application Gateway,/subscriptions/f9a5073e/vm-dfa00bed,staging-api-02-027,Network,D4as_v5,374.98,GB,7.64,67.27,0.0,USD,32.0156,34.6937,2.6781,2026-04-01,2026-04-30
2026-04-26,AWS,725413874351,us-west-2,us-west-2b,dev,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=dev;department=Engineering,Lambda,i-0a0109aad95c4b179,dev-test-server-028,Serverless,serverless,2801243.0,requests,23.95,4.25,0.0,USD,93.2168,122.6436,29.4268,2026-04-01,2026-04-30
2026-04-26,AWS,476744275623,eu-west-1,eu-west-1b,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Lambda,i-e82edb5886f744da9,prod-core-db-016,Serverless,serverless,4091788.0,requests,0.0,60.96,0.0,USD,71.3759,96.1802,24.8043,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-901909,asia-south1,asia-south1c,staging,,Operations,Customer API,project=Customer API;environment=staging;department=Operations,Cloud Functions,gcp-80faa750494f,staging-api-02-066,Serverless,serverless,1645046.0,requests,0.0,60.01,0.0,USD,62.4089,83.3819,20.973,2026-04-01,2026-04-30
2026-04-26,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,Engineering,Dev Platform,team=DevOps;project=Dev Platform;environment=dev;department=Engineering,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,22.36,hours,22.36,13.69,0.0,USD,2.6078,4.1138,1.506,2026-04-01,2026-04-30
2026-04-26,Azure,ffbe7533-79f3-4a84-aedb-1a117884e4fb,centralindia,centralindia-az3,prod,Analytics,Data & Analytics,Recommendation Engine,team=Analytics;project=Recommendation Engine;environment=prod;department=Data & Analytics,Blob Storage,/subscriptions/76053b55/vm-53323bed,backup-storage-015,Storage,StandardSSD,1135.02,GB-month,22.28,4.59,1135.02,USD,0.6009,0.723,0.1221,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-266071,asia-south1,asia-south1c,staging,,,,,Cloud Functions,gcp-fb0dd8016a19,staging-cache-072,Serverless,serverless,3793040.0,requests,22.91,19.09,0.0,USD,157.165,233.9089,76.7439,2026-04-01,2026-04-30
2026-04-26,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,,,,,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,23.92,hours,23.92,3.27,0.0,USD,6.0372,6.6049,0.5677,2026-04-01,2026-04-30
2026-04-26,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,11.03,vCPU-hours,11.03,19.17,0.0,USD,13.5087,19.152,5.6433,2026-04-01,2026-04-30
2026-04-26,Azure,3e63c5fd-ca33-43c3-896f-e3aeedb1927b,eastus,eastus-az2,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Azure Kubernetes Service,/subscriptions/5603783b/vm-6eabada3,prod-cache-cluster-013,Container,E8s_v5,10.12,vCPU-hours,10.12,56.37,0.0,USD,3.2688,5.0424,1.7736,2026-04-01,2026-04-30
